,loss,accuracy,val_loss,val_accuracy
49,0.06753011047840118,0.9790823459625244,0.07199433445930481,0.9817813634872437
50,0.05548064410686493,0.98097163438797,0.05945054814219475,0.9801619648933411
51,0.062000006437301636,0.9782726168632507,0.047116950154304504,0.9825910925865173
52,0.05968312919139862,0.9812415838241577,0.057350270450115204,0.9821862578392029
53,0.06298606097698212,0.980431854724884,0.04682021960616112,0.9838056564331055
54,0.0564470998942852,0.9828609824180603,0.05342075601220131,0.9805667996406555
55,0.05678020417690277,0.9802969098091125,0.04903119057416916,0.9850202202796936
56,0.05590124800801277,0.9815114736557007,0.04561185464262962,0.9825910925865173
57,0.04992362856864929,0.9828609824180603,0.06866350769996643,0.9769230484962463
58,0.06132281944155693,0.980701744556427,0.052307795733213425,0.9825910925865173
59,0.052839502692222595,0.983130931854248,0.04514673352241516,0.9854251146316528
60,0.06071857735514641,0.9781376719474792,0.04975182190537453,0.9838056564331055
61,0.05336453765630722,0.983670711517334,0.04615117982029915,0.9838056564331055
62,0.0497158020734787,0.9816464185714722,0.054394543170928955,0.983400821685791
63,0.056929465383291245,0.9817813634872437,0.04223236069083214,0.9850202202796936
64,0.05062152445316315,0.9828609824180603,0.046785470098257065,0.9838056564331055
65,0.05260101705789566,0.9816464185714722,0.042359817773103714,0.9850202202796936
66,0.0512184202671051,0.9824561476707458,0.048321742564439774,0.983400821685791
67,0.048840250819921494,0.9820512533187866,0.06801364570856094,0.9813765287399292
68,0.051573529839515686,0.9811066389083862,0.049911633133888245,0.9801619648933411
69,0.04899712651968002,0.983400821685791,0.04950987920165062,0.9829959273338318
70,0.050571829080581665,0.98097163438797,0.045073334127664566,0.9838056564331055
71,0.0422094464302063,0.9850202202796936,0.05789046734571457,0.9801619648933411
72,0.05238858982920647,0.9819163084030151,0.04362902790307999,0.9846153855323792
73,0.044644080102443695,0.9846153855323792,0.04734279215335846,0.9862348437309265
74,0.05311857908964157,0.9829959273338318,0.059495192021131516,0.9813765287399292
75,0.05000043660402298,0.9811066389083862,0.06216701865196228,0.9801619648933411
76,0.0491362102329731,0.9827260375022888,0.05666927620768547,0.9773279428482056
77,0.04982716962695122,0.9820512533187866,0.04043564945459366,0.986639678478241
78,0.05109969899058342,0.9825910925865173,0.047771159559488297,0.983400821685791
79,0.050524380058050156,0.9824561476707458,0.04823154956102371,0.9829959273338318
80,0.04446971416473389,0.9844804406166077,0.04198051616549492,0.9854251146316528
81,0.05103641748428345,0.9825910925865173,0.04007586091756821,0.9850202202796936
82,0.04415447637438774,0.9843454957008362,0.05202694237232208,0.9862348437309265
83,0.04485132172703743,0.9840755462646484,0.04719477519392967,0.9846153855323792
84,0.05108729004859924,0.9823212027549744,0.042534418404102325,0.9858299493789673
85,0.04569975286722183,0.9821862578392029,0.046150799840688705,0.9850202202796936
86,0.050336308777332306,0.9854251146316528,0.051740601658821106,0.9842105507850647
87,0.04482639208436012,0.9832658767700195,0.04200716316699982,0.9862348437309265
88,0.04347708076238632,0.9835357666015625,0.04654501751065254,0.9862348437309265
89,0.05082239955663681,0.983940601348877,0.05209438130259514,0.9793522357940674
90,0.04915836453437805,0.9835357666015625,0.047046106308698654,0.9842105507850647
91,0.04567880183458328,0.9854251146316528,0.03800678998231888,0.9862348437309265
92,0.04756854474544525,0.9840755462646484,0.03855673596262932,0.986639678478241
93,0.04445900022983551,0.9856950044631958,0.04292524605989456,0.9850202202796936
94,0.04514334723353386,0.9850202202796936,0.05846480280160904,0.983400821685791
95,0.04229740798473358,0.9829959273338318,0.037431199103593826,0.9870445132255554
96,0.03592389449477196,0.9882591366767883,0.037891022861003876,0.9838056564331055
97,0.04207838699221611,0.9842105507850647,0.04110429435968399,0.9854251146316528
98,0.043802659958601,0.9854251146316528,0.07473121583461761,0.983400821685791
99,0.041303567588329315,0.9852901697158813,0.05765778198838234,0.9829959273338318
