,loss,accuracy,val_loss,val_accuracy
0,4.606093883514404,0.8850202560424805,0.5343315601348877,0.947773277759552
1,0.9058970808982849,0.9139001369476318,0.20420850813388824,0.9526315927505493
2,0.47196337580680847,0.9271255135536194,0.13850775361061096,0.9615384340286255
3,0.27593937516212463,0.9372469782829285,0.16088595986366272,0.9558704495429993
4,0.20650625228881836,0.9461538195610046,0.11247675865888596,0.9615384340286255
5,0.16265109181404114,0.9495276808738708,0.1037592962384224,0.9663967490196228
6,0.14128372073173523,0.9547908306121826,0.09437012672424316,0.9704453349113464
7,0.14320743083953857,0.9554656147956848,0.09330316632986069,0.9692307710647583
8,0.1341198980808258,0.9570850133895874,0.08978372067213058,0.9708502292633057
9,0.11750619858503342,0.9597840905189514,0.0908995270729065,0.9712550640106201
10,0.1125052198767662,0.9624831080436707,0.09607527405023575,0.9676113128662109
11,0.11585550755262375,0.961403489112854,0.08515382558107376,0.9744939208030701
12,0.11270972341299057,0.9662618041038513,0.08031805604696274,0.9732793569564819
13,0.10116155445575714,0.966801643371582,0.07850275188684464,0.9724696278572083
14,0.10638770461082458,0.966801643371582,0.07982952147722244,0.9728745222091675
15,0.09733323007822037,0.9672064781188965,0.08703788369894028,0.9728745222091675
16,0.09948597848415375,0.967071533203125,0.08119536191225052,0.9740890860557556
17,0.10467690229415894,0.9684210419654846,0.07166949659585953,0.9769230484962463
18,0.09315399825572968,0.9681511521339417,0.07761640846729279,0.9757084846496582
19,0.09258095920085907,0.9711201190948486,0.07499592006206512,0.9761133790016174
20,0.09187640249729156,0.970040500164032,0.07478788495063782,0.9761133790016174
21,0.08886099606752396,0.9696356058120728,0.07104229927062988,0.9757084846496582
22,0.0920526385307312,0.9713900089263916,0.07595609873533249,0.97773277759552
23,0.08355390280485153,0.9708502292633057,0.06639415770769119,0.9789473414421082
24,0.08005248010158539,0.9734143018722534,0.07131895422935486,0.9757084846496582
25,0.08082066476345062,0.9755735397338867,0.06477352231740952,0.9789473414421082
26,0.08006590604782104,0.9724696278572083,0.0703737661242485,0.9773279428482056
27,0.08106648176908493,0.9734143018722534,0.06182030960917473,0.9785425066947937
28,0.08276110142469406,0.9728745222091675,0.07141777127981186,0.9769230484962463
29,0.07794085890054703,0.9732793569564819,0.06904199719429016,0.9781376719474792
30,0.0791686624288559,0.9736841917037964,0.06410373747348785,0.9785425066947937
31,0.07506401091814041,0.9771929979324341,0.06068086996674538,0.9821862578392029
32,0.07372302561998367,0.9736841917037964,0.09262588620185852,0.9753036499023438
33,0.07237064838409424,0.9746288657188416,0.07101041823625565,0.9785425066947937
34,0.07152464985847473,0.9773279428482056,0.05909644812345505,0.9797570705413818
35,0.07315991818904877,0.9765182137489319,0.0559750460088253,0.9813765287399292
36,0.06930141150951385,0.9765182137489319,0.0613032802939415,0.9781376719474792
37,0.07261902838945389,0.9751687049865723,0.06346559524536133,0.9801619648933411
38,0.06747255474328995,0.9802969098091125,0.06593246757984161,0.9821862578392029
39,0.06913279742002487,0.9762483239173889,0.05979317054152489,0.9813765287399292
40,0.06745787709951401,0.97773277759552,0.058043222874403,0.9813765287399292
41,0.06259255856275558,0.9798920154571533,0.06957145780324936,0.9781376719474792
42,0.06575237959623337,0.9796221256256104,0.055146049708127975,0.9805667996406555
43,0.06629607826471329,0.9785425066947937,0.05737822502851486,0.98097163438797
44,0.06800863146781921,0.9782726168632507,0.06398086249828339,0.9793522357940674
45,0.0642322227358818,0.9802969098091125,0.05574992671608925,0.983400821685791
46,0.05981422960758209,0.9792172908782959,0.048426054418087006,0.9838056564331055
47,0.06357039511203766,0.9796221256256104,0.05072380229830742,0.9821862578392029
48,0.061349350959062576,0.9813765287399292,0.06727583706378937,0.9801619648933411
